,null,dipole,polar,homo,lumo,gap
97,97,3.00795578957,72.2014541626,-0.245417058468,0.0029975976795,0.230368494987
98,98,3.45720362663,78.2273254395,-0.242852181196,0.00721134990454,0.235546395183
99,99,1.03179204464,90.0280609131,-0.2613466084,0.0698600560427,0.325095713139
100,100,1.44154965878,82.3365325928,-0.24597479403,0.058133546263,0.293868929148
101,101,1.39040386677,85.382484436,-0.242854595184,0.0776059478521,0.297329902649
102,102,1.98160564899,74.8857116699,-0.242655232549,0.0344233587384,0.276132076979
103,103,3.36641025543,72.7104721069,-0.235495984554,-0.0114942975342,0.215875908732
104,104,2.98498821259,70.9373855591,-0.243525102735,0.00282208621502,0.227382555604
105,105,1.97972273827,77.4543380737,-0.246469333768,0.0679585188627,0.294135332108
106,106,2.65025258064,66.9764099121,-0.253387510777,-0.015437271446,0.222962319851
107,107,2.27421665192,71.4987945557,-0.251446992159,0.018064904958,0.266174048185
108,108,2.93984913826,77.6454925537,-0.231836482882,0.0174283869565,0.244971185923
109,109,2.70540142059,75.1888885498,-0.245487868786,0.0264212824404,0.264710962772
110,110,3.28561282158,76.7848434448,-0.236132800579,0.0136115374044,0.241613686085
111,111,3.0284307003,70.0732345581,-0.249272167683,-0.0169465132058,0.227814137936
112,112,3.2678334713,72.4951324463,-0.233660951257,-0.00928457081318,0.216045424342
113,113,2.00954842567,78.1528396606,-0.247427672148,0.0624279342592,0.288466691971
114,114,3.30563926697,70.3265075684,-0.24498449266,-0.0156343467534,0.215868860483
115,115,0.213781833649,90.1775436401,-0.236389115453,0.0704636722803,0.305750846863
116,116,2.55023980141,72.6283874512,-0.242525815964,-0.0082291662693,0.225456267595
117,117,2.23464179039,74.5125274658,-0.251311123371,0.0655211508274,0.294053792953
118,118,2.51966404915,72.4227676392,-0.243601635098,-0.00925280153751,0.224192291498
119,119,3.1512773037,71.6348495483,-0.239560455084,-0.00375240854919,0.224403947592
120,120,2.86383533478,71.8696289062,-0.245313346386,0.00902660563588,0.245352447033
121,121,2.74630379677,67.7283554077,-0.241467759013,0.0288579221815,0.269774347544
122,122,1.72324693203,80.6990890503,-0.234220653772,0.0156007008627,0.240919023752
123,123,1.59032046795,86.8178710938,-0.228926703334,0.0335947312415,0.252631783485
124,124,1.50378346443,81.5561904907,-0.242752939463,0.0637471154332,0.290527075529
125,125,3.21589756012,72.4055404663,-0.237772315741,0.00601815618575,0.230285078287
126,126,2.29515552521,78.8753433228,-0.238951727748,0.0324787423015,0.269870340824
127,127,3.53842163086,71.9907073975,-0.232179582119,-0.0207167454064,0.210028931499
128,128,2.23310399055,78.1300125122,-0.237991452217,0.0391807481647,0.269776403904
129,129,2.68800210953,75.1094436646,-0.237905845046,0.00891193374991,0.241482868791
130,130,2.26746201515,79.4174194336,-0.240672558546,0.0276380944997,0.272899895906
131,131,2.66043186188,67.9879608154,-0.252628207207,-0.0150778777897,0.229550406337
132,132,3.2531182766,71.0912857056,-0.231959924102,-0.0154564082623,0.209472194314
133,133,1.54281365871,75.9775924683,-0.248939454556,0.0746556520462,0.308642059565
134,134,2.80531525612,65.3185043335,-0.261221438646,-0.0386695228517,0.213133484125
135,135,1.38792097569,85.4711532593,-0.239563345909,0.0421875938773,0.272000104189
136,136,1.96304488182,77.0052261353,-0.242680698633,0.0713544562459,0.292295217514
137,137,2.9971768856,75.3584213257,-0.246769115329,0.0264212824404,0.267562896013
138,138,3.08412885666,67.6384277344,-0.244855135679,-0.00564416497946,0.229147210717
139,139,2.05271482468,80.766456604,-0.246914297342,0.0581005364656,0.280981779099
140,140,2.87524223328,71.4446334839,-0.243861913681,0.0113345747814,0.250122964382
141,141,3.66460394859,70.9084625244,-0.243502378464,-0.0294747985899,0.203818008304
142,142,3.37589240074,67.1621856689,-0.24932603538,-0.0300096720457,0.20668771863
143,143,1.96112561226,77.6402816772,-0.24123069644,0.0731125921011,0.28979998827
144,144,2.55049300194,72.1449508667,-0.24171872437,-0.00843966752291,0.225976616144
145,145,3.1777510643,78.0891113281,-0.238476932049,0.0183274224401,0.249199986458
146,146,3.17327594757,67.5777740479,-0.255632519722,-0.0281972028315,0.215218216181
147,147,2.90746903419,68.5536193848,-0.249841243029,-0.0111213959754,0.227244228125
148,148,2.86608242989,78.2862167358,-0.232006773353,0.0227022506297,0.248910218477
149,149,1.52546036243,81.45728302,-0.242266237736,0.0637021139264,0.28786188364
150,150,1.58866512775,80.1177825928,-0.234609514475,0.0214251577854,0.240990772843
151,151,2.99595069885,71.4354782104,-0.244598761201,0.00256255269051,0.230836749077
152,152,2.82532143593,75.1167297363,-0.244650363922,0.0264212824404,0.266586333513
153,153,2.31476545334,78.3989944458,-0.242536738515,0.031801301986,0.274566859007
154,154,2.74875950813,74.7323150635,-0.242096796632,0.0110750310123,0.246383309364
155,155,3.27253127098,61.6337661743,-0.260859429836,-0.0715781748295,0.193580970168
156,156,3.31381034851,64.0527114868,-0.260631978512,-0.0664317011833,0.193580970168
157,157,2.29302048683,74.7860870361,-0.243332326412,0.00718808174133,0.239521980286
158,158,3.42854547501,66.0419082642,-0.243254482746,-0.0357603430748,0.199168384075
159,159,3.13088798523,74.0098800659,-0.233626052737,0.00556032918394,0.234223872423
160,160,0.221717476845,87.7099838257,-0.23012599349,0.0270365346223,0.25057631731
161,161,2.74415278435,74.9198379517,-0.247953221202,0.0123936571181,0.255939483643
162,162,2.7876496315,64.5281829834,-0.257839620113,-0.0296931937337,0.215489193797
163,163,2.95071911812,63.9892578125,-0.256081014872,-0.0125314667821,0.227338626981
164,164,3.25129389763,71.0467987061,-0.24506521225,-0.0109966807067,0.220060065389
165,165,2.9623465538,78.3210906982,-0.246040299535,0.0444596223533,0.277882367373
166,166,2.22525238991,80.1036148071,-0.236270323396,0.0277930293232,0.267257153988
167,167,1.23324167728,74.5452880859,-0.259261518717,0.0825960412621,0.315831840038
168,168,2.34832501411,77.8794937134,-0.244484126568,0.0339829102159,0.276595979929
169,169,2.61635899544,74.4170532227,-0.246448040009,-0.0206066779792,0.222340613604
170,170,3.07142162323,81.7407684326,-0.24022552371,0.0451983772218,0.272671848536
171,171,2.69108653069,67.6707229614,-0.252503246069,-0.0155537351966,0.224004760385
172,172,2.20046877861,78.3287963867,-0.236072361469,0.0412142723799,0.26917630434
173,173,3.49664831161,78.2744140625,-0.255464375019,0.00714216195047,0.236833840609
174,174,0.681848883629,86.5821762085,-0.223835259676,0.0190162993968,0.235430791974
175,175,2.05575060844,75.2179107666,-0.242637053132,0.0268589686602,0.264015555382
176,176,1.51215469837,81.7594451904,-0.241564631462,0.0617197081447,0.28862914443
177,177,2.46377778053,75.9442977905,-0.243299379945,0.0264212824404,0.258105754852
178,178,2.84212994576,65.179473877,-0.257025331259,-0.0283655747771,0.216382443905
179,179,2.88017082214,71.5589675903,-0.243749201298,0.0120282517746,0.251492768526
180,180,2.01806640625,79.895149231,-0.250997751951,0.0589234642684,0.288300991058
181,181,2.84894037247,70.3157653809,-0.246572524309,0.00219144485891,0.224578335881
182,182,1.4440510273,82.4522705078,-0.240650832653,0.060401763767,0.288532316685
183,183,2.4451816082,72.8759002686,-0.251073151827,-0.0290217623115,0.216240420938
184,184,2.97808432579,67.8698043823,-0.25697723031,-0.0294536240399,0.217487752438
185,185,2.87031722069,83.5163726807,-0.242950260639,0.0311074145138,0.264701187611
186,186,2.17592191696,78.8956069946,-0.235897257924,0.0388545021415,0.268403619528
187,187,1.82198548317,82.2121963501,-0.248184040189,0.0784203335643,0.301926374435
188,188,2.7865550518,74.3676147461,-0.246996745467,0.00914508849382,0.238196790218
189,189,2.57535099983,75.2131729126,-0.243019491434,0.0264212824404,0.263966292143
190,190,2.5560529232,72.7968673706,-0.24240642786,-0.0086016356945,0.225395604968
191,191,2.92852425575,72.4779663086,-0.27180325985,0.0188824608922,0.281653761864
192,192,1.46925330162,82.2908096313,-0.230363607407,0.0946078151464,0.283999860287
193,193,0.417462706566,87.4500579834,-0.231852650642,0.0263950936496,0.246341526508
194,194,3.34252595901,76.9773483276,-0.21831779182,-0.00306867063046,0.223620414734
195,195,3.43459963799,65.8668746948,-0.243737369776,-0.0369739644229,0.198430374265
196,196,3.61446762085,68.8773651123,-0.257778048515,-0.0565555132926,0.193580970168
197,197,1.95663285255,78.322807312,-0.246901005507,0.0581894777715,0.285077095032
198,198,3.3259408474,80.4614486694,-0.236691504717,0.0264212824404,0.259185254574
199,199,1.98498094082,78.9042282104,-0.244186729193,0.0728062987328,0.289808571339
200,200,2.63030052185,76.1885604858,-0.240170881152,0.00553506240249,0.237572029233
201,201,0.210444062948,89.8354187012,-0.23780541122,0.0683786049485,0.301731824875
202,202,2.85498118401,65.6164016724,-0.256729692221,-0.0254789032042,0.218175590038
203,203,2.19188570976,77.3242111206,-0.254683822393,0.0606455132365,0.30193066597
204,204,3.26497244835,66.511680603,-0.254016280174,-0.0493777804077,0.195554435253
205,205,2.80627417564,70.4557571411,-0.247772976756,0.0137804392725,0.247023522854
206,206,2.00060510635,77.4814147949,-0.246293261647,0.0640083402395,0.290245592594
207,207,2.82944369316,60.6248970032,-0.279961019754,-0.0990991294384,0.193580970168
208,208,1.23566925526,70.1292114258,-0.262495845556,0.0949383825064,0.323445141315
209,209,2.54882335663,71.8860244751,-0.242173612118,-0.00883136689663,0.226120948792
210,210,2.92478871346,67.1476516724,-0.252697825432,-0.0308796539903,0.215156957507
211,211,3.13576841354,71.2324676514,-0.239483714104,-0.00359527021646,0.224490106106
212,212,3.20809459686,64.9421920776,-0.247182503343,-0.0237444043159,0.209054321051
213,213,2.88120913506,71.1368484497,-0.248333796859,0.00927443802357,0.24147066474
214,214,2.07972502708,74.9408798218,-0.241361811757,0.0281687676907,0.264363050461
215,215,1.52889120579,81.8133621216,-0.24288097024,0.0564043223858,0.290383666754
216,216,1.3190587759,83.5247955322,-0.243459403515,0.0654382035136,0.299143493176
217,217,1.97204267979,78.3999786377,-0.245415553451,0.0729089006782,0.293917030096
218,218,3.20060682297,74.3715209961,-0.234595775604,0.00632206723094,0.234866485
219,219,3.00058054924,69.5397949219,-0.250284224749,-0.0187229663134,0.226576641202
220,220,2.4847369194,77.6417770386,-0.242543697357,0.0039254128933,0.233476102352
221,221,3.39025521278,82.7495193481,-0.233832031488,0.0264212824404,0.252999454737
222,222,3.3137948513,72.942565918,-0.231677263975,-0.00994536653161,0.214594438672
223,223,2.8279914856,71.4039001465,-0.24616509676,0.0117427725345,0.26401168108
224,224,3.00477433205,77.6511993408,-0.237324938178,0.0226795356721,0.251861929893
225,225,3.18933224678,67.8427276611,-0.245989724994,-0.0216741263866,0.210500538349
226,226,3.31352639198,76.9499206543,-0.222929775715,-0.00301068648696,0.223518818617
227,227,3.11982488632,66.3776092529,-0.256899386644,-0.0322295948863,0.210682719946
228,228,3.08607912064,67.4563369751,-0.245642334223,-0.010260079056,0.223437726498
229,229,3.28601050377,78.7422485352,-0.233626797795,0.0264212824404,0.261724293232
230,230,1.35488390923,85.8254470825,-0.244205266237,0.0802812874317,0.302270591259
231,231,3.09251976013,69.8314056396,-0.252310067415,-0.0240417793393,0.224077120423
232,232,2.17367625237,74.5205612183,-0.240964025259,0.0196228232235,0.25356733799
233,233,2.92542266846,70.1341323853,-0.25174665451,0.0121830720454,0.250308841467
234,234,2.43719029427,72.32787323,-0.250436067581,-0.0272678881884,0.21680560708
235,235,3.17943143845,64.9397583008,-0.249793112278,-0.0238577648997,0.210696041584
236,236,1.5680668354,79.9251251221,-0.232610419393,0.0228437371552,0.241369366646
237,237,1.43702483177,82.0783843994,-0.2431178689,0.0635969936848,0.291905611753
238,238,2.67762875557,75.298614502,-0.238225057721,0.00841804780066,0.240980818868
239,239,2.89151644707,68.1051177979,-0.250873535872,-0.0119230784476,0.226003050804
240,240,3.50017213821,77.982963562,-0.245358869433,0.00880128145218,0.239936292171
241,241,2.99947166443,69.1800918579,-0.252845585346,-0.016473993659,0.223540022969
242,242,1.81930398941,74.2196426392,-0.235732108355,0.0242319796234,0.277310758829
243,243,1.37308490276,84.821723938,-0.242101401091,0.0821073427796,0.308253437281
244,244,3.3588950634,77.7376251221,-0.228242114186,0.0192379318178,0.244136407971
245,245,2.65995907784,77.8334655762,-0.239621981978,0.0264212824404,0.276553690434
246,246,2.75545430183,74.8199996948,-0.242978587747,0.0112998848781,0.248535826802
247,247,2.33345770836,74.4984283447,-0.247523501515,-0.0278121978045,0.212928533554
248,248,3.01245045662,68.7802429199,-0.257033318281,-0.030372209847,0.217669695616
249,249,1.96587073803,87.4797668457,-0.228910595179,0.0582899600267,0.268028438091
250,250,3.042532444,81.3034362793,-0.236016184092,0.0264212824404,0.260730087757
251,251,3.02051544189,77.3104858398,-0.239382103086,0.0206624213606,0.251049637794
252,252,2.03121471405,74.2653656006,-0.24235881865,0.0284469090402,0.266364872456
253,253,2.8100733757,64.6472167969,-0.256846785545,-0.0223566554487,0.218049794436
254,254,2.05469822884,73.8806152344,-0.242276787758,0.0262218154967,0.264782130718
255,255,1.88776230812,71.5990066528,-0.248479098082,0.0539910979569,0.277007460594
256,256,2.55840730667,72.4924850464,-0.241243466735,-0.00817253440619,0.226428583264
257,257,3.82109093666,75.9605407715,-0.245761722326,0.0166723355651,0.238681912422
258,258,1.57916712761,78.9887466431,-0.235034972429,-0.00377355143428,0.225002452731
259,259,1.94234216213,73.402557373,-0.243186160922,0.0336673893034,0.2719810009
260,260,1.51917517185,82.0756454468,-0.240917429328,0.0567698702216,0.287721186876
261,261,3.05606865883,70.5446929932,-0.24975118041,-0.0180936381221,0.227202743292
262,262,2.8361992836,62.1373100281,-0.258529186249,-0.0122161507607,0.217110991478
263,263,3.14838051796,67.9054260254,-0.254850208759,-0.0319238491356,0.215203404427
264,264,2.30000829697,78.8658370972,-0.240006133914,0.0303659252822,0.270590782166
265,265,3.32830762863,66.2800445557,-0.255665659904,-0.0439465008676,0.200926780701
266,266,3.04047632217,74.4737701416,-0.222461804748,0.00132422335446,0.22181712091
267,267,3.00172328949,69.6601104736,-0.249311059713,-0.0161924175918,0.227800220251
268,268,1.38293480873,84.9844436646,-0.242909163237,0.0819572657347,0.305876106024
269,269,3.1704056263,77.1776733398,-0.242589488626,0.0469700843096,0.266869992018
270,270,2.1154282093,73.1038208008,-0.253036260605,0.0220007579774,0.273039698601
271,271,2.97743082047,63.9380493164,-0.255665689707,-0.0112011134624,0.228230834007
272,272,0.809871912003,86.3695755005,-0.22925375402,0.0161263160408,0.236004889011
273,273,2.29945230484,78.7439727783,-0.240976661444,0.0299149472266,0.271782696247
274,274,2.82038855553,69.4778900146,-0.240192174911,0.019720280543,0.260942429304
275,275,3.33303046227,71.670501709,-0.236537978053,-0.0146115384996,0.213356390595
276,276,1.43627583981,82.3679733276,-0.241257831454,0.0652686059475,0.289400458336
277,277,2.21424412727,74.0618896484,-0.243437752128,0.00909455679357,0.239197418094
278,278,2.18192195892,78.8479156494,-0.236094847322,0.0378294698894,0.268341481686
279,279,2.44626998901,81.5457305908,-0.23473520577,0.0610757246614,0.285088509321
280,280,3.10319828987,68.9638595581,-0.246212631464,-0.00925250351429,0.225279539824
281,281,0.1661452353,89.360824585,-0.271132707596,0.0694432035089,0.328730583191
282,282,2.95859980583,67.7271575928,-0.255281358957,-0.0163660235703,0.223644122481
283,283,3.14589953423,76.2966918945,-0.235434263945,0.00510942935944,0.225500196218
284,284,1.31401956081,86.0886993408,-0.24498899281,0.0793105661869,0.300834387541
285,285,3.49175620079,67.4639587402,-0.244934186339,-0.0297420099378,0.20344273746
286,286,2.13498902321,78.9493408203,-0.235125556588,0.0404439270496,0.268853247166
287,287,2.70568752289,68.6084442139,-0.251446902752,-0.0130918584764,0.225288391113
288,288,1.54441392422,84.1477966309,-0.228704601526,0.0628921464086,0.276491940022
289,289,3.00011444092,69.6365661621,-0.25324422121,-0.0069691427052,0.228268653154
290,290,2.50532364845,72.5311126709,-0.244541585445,-0.0100381746888,0.223117336631
291,291,3.35197687149,75.8814239502,-0.226818442345,0.00917184352875,0.233174443245
292,292,2.86531424522,67.8942565918,-0.250429451466,-0.0104602351785,0.226559743285
293,293,3.16589331627,73.7715377808,-0.235800564289,0.00529354251921,0.234805822372
294,294,1.98189604282,77.6006317139,-0.246125921607,0.0681607574224,0.292557895184
295,295,3.27765393257,70.1917495728,-0.231730610132,-0.0229178965092,0.202456787229
296,296,3.31430459023,69.4538650513,-0.244329765439,-0.0165648162365,0.214335799217
297,297,1.988250494,81.1216583252,-0.248822256923,0.0809125751257,0.311219185591
298,298,3.16707110405,72.9408340454,-0.237870007753,0.00290350988507,0.231811225414
299,299,2.61498403549,65.610496521,-0.244628489017,0.00455369614065,0.225102975965
300,300,1.95696008205,70.9640808105,-0.248660981655,0.043607339263,0.271537899971
301,301,3.09957909584,68.314163208,-0.246272280812,-0.00715881213546,0.22793276608
302,302,2.4802377224,75.7082595825,-0.244866743684,-0.0159483700991,0.223461195827
303,303,2.33265161514,78.6373977661,-0.24305807054,0.031552657485,0.27653580904
304,304,2.85749793053,66.6722640991,-0.259545505047,-0.0343228802085,0.215141996741
305,305,2.76637244225,70.0970687866,-0.240454554558,0.0181782767177,0.258341550827
306,306,2.8629899025,71.4109268188,-0.244560286403,0.0106160119176,0.248473450541
307,307,1.95093274117,77.5528106689,-0.242208391428,0.0745027735829,0.292822897434
308,308,2.86405324936,71.8615036011,-0.244305253029,0.0098100528121,0.247995853424
309,309,3.46855926514,67.2395629883,-0.243559986353,-0.0307848751545,0.20270447433
310,310,2.65775442123,75.6708450317,-0.23924061656,0.00704906508327,0.239316165447
311,311,2.13291025162,74.5683135986,-0.241863563657,0.0203580465168,0.258234083652
312,312,1.38301432133,85.0202026367,-0.242272168398,0.0796412304044,0.302358359098
313,313,3.16029334068,65.4474105835,-0.268785595894,-0.0605767928064,0.199753120542
314,314,1.90337991714,81.2548751831,-0.248311191797,0.0505290850997,0.27391988039
315,315,2.81957316399,74.7987518311,-0.249772176147,0.0132480105385,0.26305180788
316,316,1.46349978447,77.0509033203,-0.230477780104,-0.000799238681793,0.226052314043
317,317,1.25699615479,89.9330062866,-0.254587978125,0.0727010518312,0.309415191412
318,318,2.67218780518,73.888420105,-0.244274869561,-0.0150407403708,0.225488081574
319,319,2.76898193359,67.8602523804,-0.25091573596,-0.0160859748721,0.225924894214
320,320,3.17982649803,65.5869979858,-0.267910540104,-0.0595152564347,0.198954582214
321,321,3.00679135323,72.0443496704,-0.245371341705,0.00286604464054,0.22951836884
322,322,3.34997057915,68.4479598999,-0.243223458529,-0.0210600234568,0.210522443056
323,323,1.42115235329,82.227684021,-0.243254482746,0.0618887133896,0.292964965105
324,324,2.39408397675,79.2948608398,-0.244278237224,0.0217327028513,0.27546608448
325,325,2.42139291763,72.2529907227,-0.250850975513,-0.027908269316,0.216457784176
326,326,0.140631243587,93.6499557495,-0.261207491159,0.0808363035321,0.324496567249
327,327,1.54901099205,74.8550643921,-0.249342411757,0.0761476159096,0.309979438782
328,328,2.49027681351,77.078742981,-0.240952715278,0.00757745653391,0.247307449579
329,329,2.48306179047,73.2886199951,-0.246385067701,-0.00958537310362,0.221705928445
330,330,2.09512853622,74.0961990356,-0.24236240983,0.0221518557519,0.258127301931
331,331,2.45697212219,76.3218460083,-0.24340210855,-0.0103114657104,0.224185705185
332,332,2.1787955761,78.494972229,-0.234907597303,0.0422859117389,0.268730819225
333,333,2.63121795654,67.5655059814,-0.252619981766,-0.0154991187155,0.226038888097
334,334,2.17515015602,78.8056182861,-0.235133498907,0.0397506058216,0.267998278141
335,335,3.04199457169,67.6749572754,-0.243970707059,-0.0170754827559,0.209439992905
336,336,1.86242687702,82.0522842407,-0.248173773289,0.0784117430449,0.303283631802
337,337,1.47185385227,81.3396911621,-0.245115503669,0.0670027658343,0.295465558767
338,338,3.79634904861,77.2959136963,-0.253986358643,0.0195374172181,0.246385425329
