,null,A,B,C,dipole,polar,homo,lumo,gap,spatialSize
14,14,2.67574262619,1.20471203327,1.01546108723,1.82008504868,83.955368042,-0.232702374458,0.0254369974136,0.274416923523,1178.07092285
15,15,3.69800662994,1.20770335197,1.0501948595,3.28067684174,66.0463180542,-0.242468908429,-0.0138297891244,0.222306579351,1101.89770508
16,16,3.55482530594,0.919069349766,0.872687101364,1.42514336109,82.9643325806,-0.236627221107,0.0236321091652,0.269747257233,1087.06787109
17,17,2.79694652557,1.1129039526,0.915135979652,1.78457808495,82.8044967651,-0.232189923525,0.0385050699115,0.287834405899,1170.65734863
18,18,3.16628503799,1.1044728756,0.911144733429,1.75153076649,80.5924453735,-0.244295522571,0.0605389513075,0.310275971889,1482.72070312
19,19,3.57640743256,1.73417949677,1.42284727097,1.95766568184,79.6954269409,-0.220032989979,0.0153657579795,0.249402970076,1049.43164062
20,20,2.89259433746,1.66195821762,1.15773594379,3.27920198441,76.6914825439,-0.235302627087,-0.000590449897572,0.253789126873,1023.30303955
21,21,2.61167359352,1.46631813049,1.24917697906,3.74344921112,71.9181747437,-0.237354844809,-0.01021507103,0.232148766518,1114.01208496
22,22,4.30406332016,1.09390258789,0.833075881004,2.74422812462,71.2450637817,-0.243110775948,-0.00169887696393,0.238100871444,1144.51916504
23,23,3.92506670952,1.52942180634,1.12842547894,2.89165878296,70.835395813,-0.232479453087,0.0170581080019,0.250071436167,1128.04699707
24,24,3.54837346077,1.42234873772,1.09243249893,3.55904078484,77.1413345337,-0.226865962148,0.00206099753268,0.220996826887,1061.17175293
25,25,3.77040982246,1.47661089897,1.214235425,3.60703158379,77.7804946899,-0.240855902433,0.0139432884753,0.261158555746,1010.96490479
26,26,3.48178982735,1.07617139816,0.822115540504,0.0498058497906,91.1120529175,-0.255068302155,0.0627509057522,0.334640026093,1232.93432617
27,27,3.03155303001,0.993955910206,0.714913487434,3.0717484951,77.3552780151,-0.237402036786,-0.00220225122757,0.25229588151,1292.83764648
28,28,2.64260792732,1.38858222961,1.22652518749,2.64797472954,79.2959136963,-0.229794174433,0.0240336582065,0.267765551805,1201.3840332
29,29,3.52013421059,1.10890984535,0.906021118164,2.90492677689,77.2181243896,-0.246947720647,0.0152002135292,0.278318017721,1034.46386719
30,30,3.80414319038,1.92753767967,1.57549953461,3.96831727028,68.0445327759,-0.246445372701,-0.00754223484546,0.234042689204,1085.17358398
31,31,2.21533846855,1.3384771347,1.12328195572,2.79471063614,75.9243621826,-0.241521149874,0.0372805967927,0.278557628393,1274.54589844
32,32,2.97285103798,1.65680575371,1.11002421379,2.63777542114,56.9914169312,-0.246942341328,-0.0653201565146,0.186471641064,1020.74932861
33,33,4.05632638931,1.65694499016,1.31879556179,1.78657412529,76.2250213623,-0.221063181758,-0.00362498941831,0.221366122365,1042.55358887
34,34,4.02475452423,1.53235054016,1.16567862034,3.1260664463,79.1686019897,-0.243199765682,-0.0115457894281,0.2384750247,1005.6607666
35,35,2.59868144989,1.35185337067,1.13721764088,3.13825702667,74.4147415161,-0.240597933531,0.0246860571206,0.265576601028,1275.32373047
36,36,2.91981005669,1.40805530548,1.35763764381,3.16253113747,75.8342132568,-0.233535930514,0.0332074314356,0.278515458107,1346.08300781
37,37,3.12786507607,1.26355743408,1.00802528858,3.33746981621,72.0349502563,-0.238683238626,0.00369026931003,0.234218031168,1111.58764648
38,38,2.82833170891,1.22818601131,1.10634112358,1.83999979496,82.3101730347,-0.231131821871,0.00920049846172,0.256000339985,1205.39111328
39,39,2.13543796539,1.56222987175,1.19942080975,4.06038665771,65.7788467407,-0.24685254693,0.00391921401024,0.271992057562,1127.19445801
40,40,3.4627635479,1.42607402802,1.09046959877,3.41250324249,74.0943603516,-0.229156240821,-0.00563787855208,0.221917390823,1074.2355957
41,41,2.27932047844,1.62924075127,1.3741235733,2.21977829933,74.8188781738,-0.238903790712,0.0176395382732,0.245879471302,1110.85412598
42,42,3.32495951653,1.3422036171,1.02141904831,3.77735829353,71.9172821045,-0.242919191718,0.00919020734727,0.253210902214,1147.07568359
43,43,3.41367340088,1.4432861805,1.09823954105,3.67627286911,68.5297393799,-0.244400173426,-0.030240111053,0.21558637917,1077.18212891
44,44,3.07450842857,1.21686935425,1.07172071934,1.53593802452,80.4327545166,-0.23365367949,0.01596583426,0.259829670191,1040.39794922
45,45,2.84137535095,1.33913421631,1.05980825424,3.28880953789,77.5334320068,-0.236436799169,0.0164419505745,0.25457957387,1195.6640625
46,46,3.80263543129,1.35937905312,1.02236688137,3.82978439331,66.9548416138,-0.23201148212,-0.0196672603488,0.192668676376,1002.88006592
47,47,3.66195869446,1.46977496147,1.10918414593,3.16119098663,67.970741272,-0.250204801559,-0.0162665117532,0.222464442253,1112.53222656
48,48,2.63673639297,1.56852293015,1.07553291321,3.76548290253,73.2442550659,-0.23140783608,0.0143902199343,0.236696854234,1112.15087891
49,49,3.56117081642,1.60371232033,1.17001926899,3.19881129265,63.0796165466,-0.245689436793,-0.0628033205867,0.197138279676,1038.89624023
50,50,3.06403493881,1.43597531319,1.12427401543,3.31899476051,70.4363327026,-0.247131451964,-0.021904008463,0.223662525415,1122.8059082
51,51,3.51802778244,1.24231410027,1.01733696461,2.65772128105,74.1579284668,-0.210658863187,-1.53377186507e-05,0.212428808212,1149.80517578
52,52,2.85202240944,1.63206720352,1.12084150314,2.86150288582,67.1718139648,-0.253914892673,0.0118597475812,0.253042221069,1090.47241211
53,53,2.5659763813,1.77258443832,1.35170900822,2.90001034737,72.7996444702,-0.231775268912,-0.00974931102246,0.227697864175,1018.43835449
54,54,3.46531963348,1.17451524734,1.08025062084,2.1684718132,81.6366882324,-0.238243445754,0.031150713563,0.286100208759,1136.00012207
55,55,3.42331361771,1.49547600746,1.05377471447,3.17959594727,71.2220993042,-0.241564765573,-0.012366711162,0.222310081124,1055.33557129
56,56,2.48427653313,1.01829683781,0.901878595352,1.30711102486,87.1618499756,-0.247233211994,0.0777533426881,0.330086886883,1466.29467773
57,57,3.33777689934,1.51530885696,1.3230509758,4.07659101486,79.1964874268,-0.237962573767,0.0229567233473,0.278680324554,1138.31335449
58,58,3.82573628426,1.43687653542,1.23530101776,1.79991078377,76.3780899048,-0.235373944044,0.0406157262623,0.284356594086,1147.61523438
59,59,3.10872530937,1.27653169632,0.922037124634,3.10648751259,74.615852356,-0.23840662837,-0.0012641933281,0.231596633792,1191.48974609
60,60,2.76446723938,1.15693926811,1.04813909531,2.78339409828,81.1725997925,-0.229188129306,-0.000919522950426,0.235444679856,1130.07250977
61,61,3.04246354103,0.78153693676,0.73316514492,2.81910347939,75.7914505005,-0.239301890135,0.0174498092383,0.260100662708,1267.63500977
62,62,3.30088996887,1.54114460945,1.1118273735,3.21218633652,66.2344818115,-0.221939131618,-0.0510858036578,0.166598245502,1027.95361328
63,63,2.7353618145,1.34946274757,1.14438152313,2.31742429733,77.317527771,-0.233251616359,0.0210573133081,0.268748760223,1146.30737305
64,64,3.05241417885,1.03187775612,0.803403675556,2.15574193001,71.6452560425,-0.244665682316,0.0273382086307,0.261905193329,1196.40283203
65,65,2.76827263832,1.46530008316,1.19852256775,2.0695745945,83.4294128418,-0.237837940454,0.0275137759745,0.270901203156,1076.91113281
66,66,2.67154836655,1.31747579575,0.901541352272,3.24181628227,70.1246032715,-0.243661761284,0.00609338283539,0.241265833378,1170.36462402
67,67,2.5463912487,1.09826374054,0.889932513237,2.62745189667,82.2582321167,-0.238670065999,0.0487102121115,0.290324747562,1317.9362793
68,68,3.68476581573,1.51771068573,1.03169512749,3.07434749603,74.5186538696,-0.214582666755,0.00570074934512,0.210215508938,1106.12304688
69,69,2.68604326248,1.46826267242,1.08050298691,4.1693239212,71.9449005127,-0.237751439214,-0.00880342442542,0.224063679576,1091.25317383
70,70,3.18725633621,1.4482820034,0.966325163841,2.62722086906,60.7629890442,-0.25897410512,-0.021389497444,0.212140664458,1031.56591797
71,71,3.09557700157,1.22347080708,0.890124559402,0.643482446671,88.0819625854,-0.222608610988,0.0336327552795,0.25993180275,1180.22900391
72,72,3.54279065132,1.28242635727,0.892515778542,3.2617316246,67.5538864136,-0.229050889611,-0.0212758108974,0.219898715615,1164.39135742
73,73,2.2926094532,1.4678068161,1.07460081577,2.50248265266,83.228187561,-0.210306748748,0.0343398712575,0.286165654659,1234.67785645
74,74,2.82248806953,1.33612656593,1.23657023907,-0.0915668308735,91.5254135132,-0.248168751597,0.0850671157241,0.329183042049,1194.67773438
75,75,2.03416800499,1.24491024017,1.06410694122,2.08254265785,81.5465393066,-0.239136919379,0.0613869652152,0.303804993629,1535.53149414
76,76,5.16234540939,1.41070151329,1.05601358414,3.52109098434,67.3820114136,-0.234364897013,-0.0421767830849,0.210215508938,1066.1628418
77,77,2.86003899574,1.11746025085,1.02284610271,1.31681275368,86.8126907349,-0.248967915773,0.0741819068789,0.328425168991,1457.71582031
78,78,3.79568767548,1.68427729607,1.47270917892,3.06260061264,69.4053878784,-0.237820386887,-0.00207447330467,0.233472958207,1052.35559082
79,79,2.76513791084,1.29421758652,1.02661824226,1.56127870083,83.3681411743,-0.232399851084,0.0423267707229,0.287884712219,1115.23425293
80,80,3.23155450821,1.11136865616,0.753353476524,2.92528319359,71.0220794678,-0.240355074406,0.0230536255985,0.271826416254,1252.5559082
81,81,2.55075287819,1.28158640862,1.07300639153,1.44772863388,85.4917907715,-0.233588248491,0.0648318529129,0.310162007809,1289.92944336
82,82,3.26306581497,1.26028192043,0.780691027641,2.30770659447,71.4945220947,-0.240060150623,-0.00710772443563,0.232946872711,1161.9050293
83,83,3.54700160027,1.52626132965,1.06019592285,3.33154535294,71.1692733765,-0.257866919041,-0.0428137816489,0.206621721387,1077.20776367
84,84,3.3723115921,1.34702968597,1.03936934471,3.53048300743,75.8228530884,-0.203430533409,-0.0206041745842,0.210215508938,1083.1583252
85,85,2.38450288773,1.56122612953,1.29797589779,2.38809967041,74.349609375,-0.240252330899,0.00107407965697,0.245034247637,1105.57849121
86,86,3.6946105957,1.32836818695,1.00538754463,3.86132955551,65.1084899902,-0.243854448199,-0.0435298532248,0.209606170654,1073.46813965
87,87,2.62899756432,0.980546295643,0.782810091972,1.32414793968,91.7033462524,-0.254585772753,0.0509082004428,0.318986713886,1618.82055664
88,88,2.5611782074,1.37831401825,1.24956691265,1.83551692963,77.933052063,-0.24165032804,0.0541726052761,0.300107598305,1205.37109375
89,89,2.55694079399,0.93870049715,1.08617627621,2.80061602592,80.6960067749,-0.231131821871,0.0261882431805,0.25980335474,1332.34277344
90,90,3.36414074898,1.24759590626,1.02254283428,0.695039153099,84.3660964966,-0.228524878621,0.0161611754447,0.268892049789,1064.5423584
91,91,4.17430448532,0.963952839375,1.0707410574,2.26873230934,75.7512283325,-0.2446680516,0.0512310341001,0.295098036528,1382.41601562
92,92,3.82637906075,1.32562732697,1.00403952599,3.11841869354,70.3836517334,-0.23911999166,-0.0255772471428,0.206299722195,1131.66052246
93,93,2.6802649498,1.56942939758,1.16543650627,3.29631710052,70.3612136841,-0.233927935362,0.0241595711559,0.263709783554,1066.37756348
94,94,2.82924246788,1.59121990204,1.32256269455,1.68239629269,80.2574386597,-0.233309671283,0.00577123556286,0.252671837807,1012.77557373
95,95,4.34347057343,1.71405673027,1.50577270985,1.67603003979,74.5696640015,-0.23828189075,0.0399077534676,0.305456638336,1124.35876465
96,96,4.57815694809,1.58116745949,1.47777843475,2.83551621437,75.4028167725,-0.252671003342,0.0125905675814,0.30955272913,974.588867188
97,97,3.23391890526,1.18790912628,0.97610604763,3.4971985817,69.3010101318,-0.240682139993,0.00722632231191,0.237637192011,1140.9453125
98,98,3.25990509987,1.52980256081,1.14538323879,3.97717761993,76.850402832,-0.241439759731,0.0153627553955,0.252371191978,1022.02801514
99,99,3.59406137466,1.22167015076,1.19741487503,1.4820138216,82.6578903198,-0.246958553791,0.0800176337361,0.34146797657,1479.47106934
100,100,3.4952340126,1.49470663071,1.35724532604,0.577720522881,80.7104873657,-0.245474308729,0.0525091215968,0.293674319983,1057.02929688
101,101,2.74611735344,1.19074678421,1.01613748074,1.57469367981,84.6110153198,-0.235218137503,0.0734712034464,0.306849688292,1311.20629883
102,102,2.5611140728,1.67574000359,1.41429543495,1.82938742638,74.2197418213,-0.238000184298,0.0600337311625,0.287165850401,1149.33312988
103,103,3.03430533409,1.23427271843,0.969508528709,2.98806118965,73.0229568481,-0.23120008409,0.0042192125693,0.223017722368,1161.75085449
104,104,3.04337191582,1.1616178751,0.862290143967,3.05959916115,70.7173461914,-0.239821910858,-0.0132031990215,0.230285614729,1140.34594727
105,105,2.61911439896,1.50570869446,1.3803589344,1.64033329487,77.3991317749,-0.239594876766,0.0852022692561,0.315827131271,1196.6739502
106,106,2.97347712517,1.58891820908,1.29801082611,2.32709336281,67.9823760986,-0.241804361343,-0.0161672793329,0.248110726476,1091.64526367
107,107,2.49327111244,1.52440786362,1.24815797806,2.62770915031,71.4551315308,-0.243352010846,0.0336570963264,0.279124736786,1138.62036133
108,108,3.36576223373,1.16603112221,0.96310198307,2.47452163696,77.3955993652,-0.232004702091,0.0230850335211,0.245775237679,1130.02807617
109,109,2.81202220917,1.13985991478,1.00482010841,2.88929462433,75.9857635498,-0.240919604897,0.0221456885338,0.263991296291,1265.18884277
110,110,3.70145058632,0.843686521053,0.924479603767,2.72639369965,78.5988388062,-0.231131821871,0.0226479433477,0.260939538479,1294.5045166
111,111,2.97673511505,1.45873332024,1.27032709122,2.92461943626,69.9658126831,-0.245530322194,-0.0202101171017,0.22572158277,1091.66064453
112,112,3.23794484138,1.2500295639,0.97972369194,3.73833560944,70.2918624878,-0.224126860499,-0.00676276069134,0.2162848562,1119.16088867
113,113,3.14043688774,0.856678783894,0.691006660461,1.72645843029,79.0084762573,-0.239587605,0.039295297116,0.301878452301,1234.33850098
114,114,3.66760063171,1.47577190399,1.0340116024,3.35550260544,70.2979431152,-0.238099351525,-0.0151015548036,0.216087907553,1097.37756348
115,115,2.66686296463,1.49708414078,1.33694088459,-0.0345686972141,90.5836105347,-0.240584030747,0.0796858221292,0.293391764164,1180.75317383
116,116,2.8457608223,1.58630013466,1.22144007683,2.33265328407,71.5466384888,-0.235975712538,0.000752811552957,0.22767855227,1019.04486084
117,117,2.22537565231,1.1340212822,0.921419382095,2.17611455917,73.4067459106,-0.243870154023,0.0389542020857,0.295342206955,1309.95043945
118,118,2.93831419945,1.5432369709,1.19717860222,3.51359224319,72.2959518433,-0.240638449788,-0.00138238887303,0.224060565233,1043.76818848
119,119,4.13905239105,1.22817921638,0.994844794273,3.0252327919,73.4462356567,-0.235952600837,0.00353988190182,0.233421057463,1168.64099121
120,120,3.23021626472,1.06771087646,0.778182148933,2.61480784416,74.3113327026,-0.2390820086,0.00378044252284,0.236283689737,1115.79272461
121,121,3.49882626534,1.59669876099,1.31213438511,3.31127142906,69.5174026489,-0.239803135395,0.0247929506004,0.280718505383,1127.03881836
122,122,3.00431513786,1.5282137394,1.22740459442,1.73675835133,79.1349029541,-0.231804132462,0.0222638510168,0.262100547552,1044.34472656
123,123,2.86624503136,1.40894198418,1.14504945278,1.56025218964,84.1337814331,-0.220025509596,0.0209829360247,0.259782493114,1053.42163086
124,124,2.24722671509,1.69870781898,1.42822301388,1.43595087528,81.0295333862,-0.228481262922,0.0358422808349,0.287705630064,1131.77526855
125,125,2.87234759331,1.28987598419,0.98627603054,3.72885203362,74.6996841431,-0.22950103879,0.00605264585465,0.216923207045,1098.40380859
126,126,3.14714550972,1.27655291557,1.03496944904,2.57997488976,78.1867980957,-0.231131821871,0.0224535558373,0.260253697634,1179.47631836
127,127,3.31022667885,1.4550011158,1.05159747601,3.68674588203,71.5713729858,-0.215049445629,-0.0245174393058,0.210215508938,1138.34472656
128,128,2.34448409081,1.47448158264,1.32425093651,2.6042766571,78.0411911011,-0.235524699092,0.0280980672687,0.276819705963,1154.7364502
129,129,3.04017329216,1.5079536438,1.21364963055,2.40987110138,76.7286376953,-0.231270581484,0.00281291105784,0.232844591141,1036.75805664
130,130,3.13814234734,1.29867196083,0.986235260963,2.58589458466,77.4254379272,-0.233307078481,0.0240540467203,0.275688022375,1161.13110352
131,131,2.75017237663,1.67063617706,1.34555208683,2.3363096714,66.1778717041,-0.236071065068,0.0225866213441,0.263851463795,1073.6472168
132,132,3.64137172699,1.170165658,1.03554415703,3.54406476021,72.2568893433,-0.223901614547,-0.0240063965321,0.210215508938,1139.30725098
133,133,2.80351805687,1.79224205017,1.83065748215,1.69230318069,73.9603805542,-0.235658019781,0.0434586256742,0.308256804943,1053.64233398
134,134,2.89891242981,2.05927920341,1.51071190834,2.50149130821,60.878452301,-0.246939405799,0.013956210576,0.242455527186,969.957824707
135,135,3.48913168907,0.724216461182,0.802100777626,2.25607442856,84.4540710449,-0.233840063214,0.0272926930338,0.274894177914,1202.95397949
136,136,2.53348350525,1.3216085434,1.33945512772,1.84327602386,76.8470001221,-0.239492639899,0.0471252016723,0.292006850243,1239.61767578
137,137,2.71006965637,1.0206785202,0.84038567543,3.03688025475,75.822807312,-0.235942065716,0.00623411312699,0.274653881788,1340.80541992
138,138,3.45064163208,1.4530813694,1.28538250923,3.20269823074,69.7931442261,-0.240557059646,-0.0149196526036,0.220434755087,1058.15881348
139,139,4.35444831848,0.368010997772,0.555450379848,2.3899409771,79.68334198,-0.245696544647,0.0333451330662,0.296539276838,1237.6184082
140,140,2.8071846962,1.45313644409,1.08009850979,3.60779523849,72.4142532349,-0.239258006215,-0.00720364321023,0.225564181805,1151.97998047
141,141,3.78816199303,1.4826734066,1.074021101,3.88187026978,73.4928970337,-0.221541136503,-0.0331930592656,0.210215508938,1050.1184082
142,142,3.68833422661,1.70780777931,1.1642011404,3.86886620522,64.6372680664,-0.235705152154,-0.0322791151702,0.195097953081,1043.9588623
143,143,2.48431682587,1.35457634926,1.28652763367,2.13165473938,76.0935440063,-0.239419832826,0.0481814108789,0.285899102688,1187.0925293
144,144,2.77071404457,1.63815259933,1.30884993076,3.42632722855,72.7344436646,-0.237554475665,-0.0112791918218,0.227675303817,1057.12585449
145,145,2.6076540947,1.44004607201,1.10184371471,3.44117283821,74.8028488159,-0.231131821871,0.0168058387935,0.25308072567,1181.42626953
146,146,3.21715307236,1.48389840126,1.1089297533,3.83581256866,67.754447937,-0.248558968306,-0.028824865818,0.203758761287,1095.82446289
147,147,2.38766908646,1.6208357811,1.30164754391,3.072078228,70.0293960571,-0.247526556253,-0.000747496960685,0.24075640738,1111.78173828
148,148,2.99995160103,1.16782712936,0.923527956009,2.44789171219,78.3352508545,-0.231131821871,0.0194972120225,0.260478913784,1211.31347656
149,149,2.41200232506,1.74537920952,1.53496289253,1.56264531612,80.8309173584,-0.232749342918,0.0335270911455,0.2844812572,1146.58837891
150,150,3.05224227905,1.27434515953,1.02059388161,1.51473116875,78.6041183472,-0.233412325382,0.0169438477606,0.263429433107,1067.49707031
151,151,2.52885842323,1.26956629753,0.961757063866,3.66823410988,71.662109375,-0.235957041383,0.00822232849896,0.23717585206,1199.03796387
152,152,2.29052615166,1.29008078575,1.04180908203,2.94273638725,75.9727401733,-0.239825576544,0.0252982340753,0.262527555227,1208.93139648
153,153,2.93259239197,1.28242874146,1.10769069195,3.10863518715,76.9584197998,-0.235175058246,0.0119677502662,0.262853443623,1122.02563477
154,154,2.82354855537,1.71672463417,1.34621548653,2.84531474113,77.4636306763,-0.225121825933,0.0062466384843,0.227471992373,1024.11523438
155,155,5.09203577042,1.52677035332,1.13564348221,3.53359675407,61.868812561,-0.2595692873,-0.060979090631,0.196127071977,974.99005127
156,156,4.390229702,1.60932254791,1.17945373058,3.44547533989,63.3960762024,-0.259271562099,-0.0788905248046,0.19510692358,957.371398926
157,157,2.97211670876,1.38218832016,1.03646242619,1.85075879097,74.6605224609,-0.240465626121,0.0183294042945,0.24907360971,1120.21435547
158,158,3.7361869812,1.27692389488,1.01555275917,3.57488226891,65.7751922607,-0.228536456823,-0.0332362577319,0.209681212902,1075.79003906
159,159,2.89595985413,1.54211831093,1.22927987576,4.02400922775,71.7115249634,-0.240998968482,0.0040060095489,0.244870766997,1115.47680664
160,160,2.87041282654,1.68640494347,1.28641986847,0.404677599669,87.9903869629,-0.226202130318,0.0301366895437,0.265971064568,1176.3001709
161,161,2.70422625542,1.80277490616,1.42256736755,3.00313901901,75.3895797729,-0.242036283016,0.00110372458585,0.265599042177,1035.30297852
162,162,3.43093705177,1.71173787117,1.41126310825,2.79011034966,65.0007553101,-0.246670246124,0.00230384175666,0.242619752884,936.854553223
163,163,3.34997534752,1.39991259575,1.20679223537,3.15977954865,63.9682159424,-0.248438745737,-0.0400679633021,0.211397945881,1038.89733887
164,164,3.55678009987,1.47061371803,1.12834274769,3.04343104362,73.1102523804,-0.239501088858,0.00511448830366,0.237667053938,1046.96777344
165,165,2.48054385185,1.21327149868,1.07799422741,2.63158369064,74.6325302124,-0.243933305144,0.0484516993165,0.272114753723,1319.56005859
166,166,2.64422893524,1.34629392624,1.10561954975,2.64114141464,79.7348251343,-0.231131821871,0.0126988664269,0.241500198841,1144.87683105
167,167,4.5989484787,1.41146636009,1.2940787077,0.984681129456,76.9820785522,-0.26394161582,0.0566776618361,0.325845181942,1048.41357422
168,168,3.51617574692,1.1708073616,1.12079775333,3.24243426323,75.8516769409,-0.242428824306,0.0260567907244,0.288701593876,1161.62158203
169,169,4.14893293381,1.602622509,1.35474944115,2.39795136452,71.1695327759,-0.236531898379,-0.0054709520191,0.219346374273,1042.00134277
170,170,2.23481893539,1.58305358887,1.32192933559,3.13039469719,78.7434997559,-0.251246184111,0.0274726264179,0.283788889647,1151.82617188
171,171,3.21304941177,1.41115736961,1.24347269535,2.40767931938,67.5056610107,-0.243651792407,-0.0363877788186,0.248394876719,1095.30822754
172,172,2.71705675125,1.31531953812,1.06294059753,2.76822781563,79.520866394,-0.231131821871,0.0220567286015,0.265664935112,1205.25268555
173,173,3.13403892517,1.37036371231,1.17361688614,4.05277252197,76.7090530396,-0.250498592854,0.0266807600856,0.273302257061,1039.14782715
174,174,3.36015057564,1.43949055672,1.14809799194,0.404047578573,85.738822937,-0.221457093954,0.0190396141261,0.251818180084,1045.16821289
175,175,2.736068964,1.44262766838,1.1911226511,2.06481432915,74.2999420166,-0.236907526851,0.0301858484745,0.268989741802,1157.25769043
176,176,2.78566908836,1.46132254601,1.1897302866,1.50142705441,83.344291687,-0.233046650887,0.031842879951,0.280519545078,1151.93774414
177,177,3.94083285332,1.05933403969,0.849766492844,2.8627102375,74.4976654053,-0.242675051093,0.0178504418582,0.273747086525,1279.92651367
178,178,3.37793183327,1.50732302666,1.28043520451,2.75460267067,66.4976348877,-0.252528309822,-0.0249226503074,0.21578258276,974.365356445
179,179,2.71155285835,1.59836554527,1.13633167744,2.78049826622,70.3305130005,-0.235174208879,0.0261067189276,0.264959931374,1125.91943359
180,180,3.01654243469,1.20701980591,1.29580974579,1.69831705093,74.440574646,-0.244042158127,0.051677942276,0.298682749271,1283.18066406
181,181,2.87783122063,1.26377487183,0.941229820251,2.40072131157,71.0173416138,-0.243147462606,0.00511867552996,0.218848392367,1122.15625
182,182,2.99398803711,1.37605977058,1.16978013515,1.77468454838,80.7455444336,-0.233888939023,0.0311904326081,0.290541768074,1131.58349609
183,183,3.38365077972,1.1342048645,1.08562242985,2.97684526443,68.1986312866,-0.247754991055,-0.0408182293177,0.210981428623,1072.07836914
184,184,3.06516933441,1.16398262978,0.951047301292,2.5602452755,67.4307556152,-0.24968495965,-0.0213348083198,0.237371563911,1120.91650391
185,185,3.68359661102,1.12976324558,1.04172623158,2.10330367088,80.2170639038,-0.242119476199,0.0507015362382,0.299889981747,1086.38891602
186,186,2.78953623772,1.40922784805,1.26744055748,2.09846830368,79.0817337036,-0.23145262897,0.0258702579886,0.275866448879,1218.63623047
187,187,3.33141493797,0.913805961609,0.858907580376,2.00643777847,81.5522766113,-0.243291527033,0.0575741231441,0.32014888525,1463.25610352
188,188,5.42074871063,1.50739693642,1.52952945232,0.911846280098,65.6421737671,-0.255249857903,0.051943782717,0.339539080858,1191.29516602
189,189,2.66265201569,1.02184033394,0.841257333755,3.03050971031,75.6034317017,-0.241539433599,0.0298256091774,0.263143509626,1267.79919434
190,190,2.76770615578,1.53850388527,1.27302217484,2.97796440125,72.9517288208,-0.236389264464,-0.0105595020577,0.215496748686,1047.92468262
191,191,3.96606278419,1.70865464211,1.47313594818,1.98429596424,73.504447937,-0.23651714623,0.0334898903966,0.299578845501,1126.34570312
192,192,2.67398452759,1.56827926636,1.28024339676,1.85943508148,85.0976791382,-0.219942748547,0.0404327623546,0.27268832922,1112.86328125
193,193,4.14161777496,0.997760593891,0.956281661987,0.549892187119,87.5287246704,-0.233090251684,0.0356449522078,0.269039273262,1119.30908203
194,194,3.37977957726,1.57513666153,1.37226867676,3.4298517704,73.0562667847,-0.22623796761,0.0162027683109,0.245531886816,1051.01977539
195,195,3.3018591404,1.41830205917,1.0303965807,3.76316046715,65.8903503418,-0.223266556859,-0.0292474851012,0.201599821448,1108.1730957
196,196,4.14783287048,1.47645497322,1.21451735497,3.6387193203,66.1104431152,-0.236672982574,-0.0490385368466,0.194229140878,976.996887207
197,197,3.03260540962,1.30846714973,1.10842788219,1.76350581646,77.6647491455,-0.239538192749,0.0870481580496,0.311514317989,1220.70849609
198,198,2.53931736946,1.03277254105,0.884464263916,3.38043451309,78.8855667114,-0.231131821871,0.012614486739,0.249647289515,1304.35314941
199,199,2.56479978561,1.28382396698,1.148914814,2.47264862061,79.3140640259,-0.239438176155,0.00703313667327,0.274995803833,1174.67504883
200,200,3.07125067711,1.48997759819,1.04264032841,3.03393864632,77.816078186,-0.227594062686,-4.68038488179e-05,0.235456436872,1028.47705078
